receptor,gauss_1,gauss_2,repulsion,hydrophobic,hydrogen_bonding,tors,exp_binding_affinity
3lcu,119.835,1785.11,7.31959,0,9.52745,2.7,3.52
3lcv,114.532,1823.61,5.47385,0,6.09301,2.8,4.74
3ldp,120.3,1514.16,6.08703,4.4631,3.69655,2.4,5.62
3ldq,97.1806,1253.16,3.6594,0.720307,3.38727,2.2,5.36
3le9,89.7058,1347.58,4.54732,23.6185,3.80996,1.8,8.22
3lea,97.308,1450.18,4.10171,28.1811,2.47694,2,9.1
3lgs,105.521,1158.51,4.29676,0,3.58427,1.4,4.61
3lir,103.772,1640.67,2.51836,28.6183,2.532,3.8,6.92
3liw,134.039,1653.95,5.11954,60.9094,4.14349,2.9,7.6
3ljg,112.888,1731.85,3.42435,59.4379,3.99571,3.8,7.73
3ljo,95.4915,1228.05,3.81043,9.55244,5.85318,2.5,6.62
3ljz,121.704,1896.33,3.13939,48.5358,5.768,2.6,8.14
3lk8,71.5418,1044.54,4.11325,12.793,5.36603,2.1,7.71
3lmk,70.7112,709.052,6.44554,7.53167,8.75939,1.9,5.94
3lp4,39.9585,703.773,2.82506,3.22114,3.79444,2.2,4.88
3lp7,59.1959,910.466,5.13172,1.50403,6.16002,2,5.44
3lpi,146.61,2299.99,5.14103,76.1598,6.51574,3.7,8.52
3lpk,169.946,2421.73,5.77332,81.0274,7.62809,3.3,9.1
3lpl,49.1529,740.61,1.67339,4.4425,2.73011,1.8,5.62
3lpp,96.9937,1429.65,5.64887,0,7.02065,3.8,6.22
3lq2,133.394,1670.87,6.51692,24.9782,4.39882,2.6,5.22
3lvw,74.3975,1180.23,4.52127,0.506122,6.19675,3,2.67
3lxe,71.5461,1274.87,2.26416,10.3809,2.83372,1.7,6.6
3lxk,95.0197,1420.54,2.64185,20.8608,1.37781,1.6,9.8
3lzs,111.176,2045.06,5.6393,51.4543,5.80875,3.6,10.96
3lzu,110.398,2006.19,7.33666,49.6787,5.36494,3.6,10.06
3lzz,74.5576,1093.15,4.72714,0,1.37526,2.5,3.84
3m1k,32.612,506.378,1.22962,12.086,1.11506,1.2,5.39
3m35,111.757,1487.78,4.05393,50.7369,3.76496,2.5,7.22
3m36,150.259,1782.36,3.41818,88.155,3.46347,2.5,9.82
3m37,159.473,1771.87,4.95336,100.024,3.75443,2.6,9.04
3m3c,66.4084,860.198,4.12684,2,7.79004,3.5,4.06
3m3e,71.1563,814.373,5.29424,2,8.74245,3.5,4.43
3m3o,67.6193,835.876,6.37842,2,8.45107,3.5,3.6
3m3x,69.6082,1053.05,3.24621,29.9079,2.08525,2.5,6.82
3m3z,105.768,1269.6,5.70062,0,3.83568,2.5,5.73
3m40,66.1002,960.15,3.12029,19.6497,2.06076,1.9,6.77
3m5e,69.843,1005.05,4.17948,32.2432,2.92786,2.3,7.37
3m67,69.2534,1344.61,2.03623,24.7515,2.27197,2.1,6.74
3m6r,101.863,1378.91,7.18077,32.8214,8.99161,3.4,7.49
3m89,96.1121,1588.47,4.81554,0,8.93394,2.9,6.16
3m8t,46.2113,690.816,1.76573,21.9507,1.04485,1.5,4
3m8u,196.34,2371.67,9.33054,10.4235,13.633,5.4,4.89
3m96,75.8933,1286.78,2.09162,32.5765,2.78207,2.1,7.22
3mam,49.8562,465.132,1.84296,0,0,1.4,4.12
3mdz,59.4201,866.657,2.39371,13.8003,2.72337,1.7,9.1
3mf5,78.8238,1156.19,1.97578,78.2946,2.02113,1.8,5.36
3mfv,72.0302,934.377,5.79051,1.49328,6.22976,2,2.52
3mfw,48.6012,829.248,3.61419,0,4.17626,1.8,3.52
3mhc,65.8058,1018.6,2.67145,32.9284,4.49854,1.7,7.96
3mhi,68.4631,1031.69,2.04766,23.6275,2.04015,2.2,6.7
3mhl,79.6579,1055.64,4.0423,23.4471,2.98183,2.3,7.25
3mhm,99.2226,1177.53,5.45401,45.7108,2.79438,2.7,7
3mho,65.0918,1094.38,1.93657,22.3189,1.80964,2.1,6.49
3mhw,54.5397,671.876,3.59408,3.31924,3.2247,1.1,2.3
3mi2,104.249,1496.59,8.76916,0,13.1266,2.3,7.77
3mi3,48.6882,779.902,3.17631,4.1951,4.37005,2.2,5.45
3miy,85.8569,1387.91,2.42841,54.7179,1.80506,2.4,7.68
3mjl,27.1682,412.607,2.215,0,1.04654,1.1,2.44
3ml2,67.7154,1092.63,1.83201,33.5528,1.80573,2.1,8.05
3ml5,57.3128,736.27,2.57958,3.01616,4.44318,1.5,8.52
3mmf,66.5618,950.647,1.81079,29.0603,1.695,2.4,7.43
3mna,61.0231,957.318,1.91829,24.5601,1.71571,2.5,7.39
3moe,51.8856,617.873,3.97861,0,5.83257,1.6,4.3
3mof,33.123,414.689,2.25838,0,3.29951,1.2,3.07
3moh,38.5166,552.572,5.27772,0,5.8152,1.6,2.84
3ms9,56.8552,716.37,0.921036,31.4176,0.0830048,1.5,5.22
3mtw,90.7016,1079.23,5.79051,11.2065,8.05859,2.4,7.04
3muz,48.8287,925.997,3.73493,6.68657,5.57528,2,3.46
3mv0,79.3278,884.532,7.20631,0,7.27319,1.6,3.85
3mxd,130.457,2267.22,6.54258,50.075,5.27716,3.6,8.83
3mxe,122.915,2338.81,4.76948,56.0313,4.15627,3.7,10.01
3myq,72.3923,1337.02,2.44014,39.0673,2.61867,2.1,7.52
3mz6,53.2015,784.36,2.80814,35.4967,3.0106,2.9,7.2
3mzc,52.4533,908.249,1.76332,28.4241,1.74558,1.7,6.65
3n0n,62.9563,1039.78,1.2555,30.2486,1.9278,1.7,7.3
3n1c,73.6803,907.397,9.58211,0,13.829,2.2,5.22
3n2p,73.0598,1082.3,2.23686,30.6033,3.05402,1.9,7.82
3n2u,87.815,1331.37,6.72321,11.9505,7.44197,3.5,7.84
3n2v,95.827,1346.69,4.16228,34.6994,5.78799,2.6,7.51
3n35,52.2475,707.59,3.17135,4.31189,4.61678,1.8,3.37
3n3g,92.4482,1048.35,3.59595,43.8253,0.676031,2.4,7.24
3n3j,57.8982,978.752,1.36621,38.9782,1.57797,1.9,8.48
3n4b,61.4805,979.377,1.25268,33.4506,1.88243,1.7,7.02
3n7h,70.0505,968.877,0.724787,45.1663,0,1.6,4.5
3n7o,152.438,1497.06,5.37665,49.2772,5.15617,2,7.14
3n8k,70.1726,852.038,4.33172,9.13719,8.04061,1.3,4.05
3n9r,77.9766,914.31,8.69153,3.42825,11.2155,2.6,7.15
3n9s,96.9586,1133.98,11.1078,1.3044,15.8238,2.9,5.26
3nb5,57.8914,977.857,1.34597,32.6187,1.84238,2.4,7.74
3nee,51.7459,1136.75,0.751406,62.0982,0.670566,2.3,5.34
3neo,73.5932,1412.26,2.22455,78.5988,0,2.5,5.92
3nes,54.3431,1154.45,1.47533,66.0249,0.164447,2.3,5.62
3nex,79.6044,1425.2,2.15697,73.4558,0,2.5,6
3ng4,43.8434,657.478,3.32446,0,2.26916,1.8,5.43
3nhi,123.2,1450.75,2.36223,119.972,2.81418,4.1,8.43
3nht,105.053,1343.91,2.57481,92.4523,1,3.9,7.01
3ni5,66.5052,1068.52,5.35356,21.2523,4.42812,3.5,7.55
3nik,95.0902,1272.27,6.42982,8.41655,9.68382,3.9,3.45
3nim,92.9506,1403.73,7.54394,6.94837,8.64245,4.1,4.75
3njq,75.0096,1186.79,1.73179,99.086,1,2.4,4.89
3nkk,70.7637,745.188,2.69288,6.7831,3.8283,1.3,4.7
3nox,84.2911,1252.09,5.4306,28.9851,2.91116,1.7,8.66
3npc,147.577,2286.14,2.46967,91.6715,3.75761,2.6,8.34
3nq3,46.2484,681.993,0.804054,80.9722,0,2.6,3.78
3nsn,131.782,1941.93,5.75932,2.7588,7.02994,4.8,7.19
3nu3,116.067,2013.68,3.71097,53.307,4.87346,3.6,9.82
3nu4,118.513,1988.76,3.53458,55.8747,4.48733,3.6,8.82
3nu5,117.991,1985.54,4.66769,54.9733,4.36193,3.6,8.35
3nu6,117.716,1984.77,4.72676,54.8498,4.41676,3.6,9.3
3nu9,103.388,1927.54,3.83752,51.428,4.11643,3.6,9.05
3nuj,114.013,2001.98,5.85788,57.7416,4.83149,3.6,9.39
3nuo,116.538,1985.44,4.2071,56.5059,4.77038,3.6,9.8
3nw3,122.803,1904.89,6.72567,11.4089,3.61397,3.7,6.49
3nxq,116.7,1844.94,8.25998,29.1662,9.47044,3.6,8.15
3ny3,73.0572,1013.93,5.08453,6.79344,7.01782,4.4,4.71
3nyd,69.8684,869.826,4.17856,15.7285,2.20351,1.2,3.48
3nyx,115.853,1511.47,4.7873,39.2932,2.41427,1.6,7.49
3nzk,98.5779,1681.76,5.41721,47.8929,6.14253,2.8,9.27
3o4k,195.972,3051.62,16.0565,36.0024,8.76415,7.5,7.62
3o56,93.1966,1457.25,2.07291,32.0467,0.0645321,2.2,9.1
3o5n,104.377,1168.05,7.46073,46.4082,4.82225,1.6,4.76
3o5x,39.8651,1096.37,3.63964,11.114,3.97914,2.7,5.28
3o75,85.7482,1107.17,8.39992,0,10.5442,2.2,6.68
3o7u,76.7666,673.597,3.40017,0,5.49099,1.1,7.28
3o84,116.304,1213.22,2.38178,34.2851,0.2923,1.8,7.24
3o8p,83.1151,1190.41,1.92415,45.6099,3.27917,1.6,6.46
3o99,127.659,2143.79,4.74758,55.2916,5.77093,3.8,10.82
3o9a,127.022,2155.17,4.3238,52.0775,5.33227,3.9,10.7
3o9d,135.797,2191.75,4.93836,50.8715,5.19849,3.7,10.72
3o9e,133.732,2185.43,4.83689,61.4443,5.75753,4,11.3
3o9p,111.8,1612.36,6.70509,23.767,11.417,3.8,6.52
3oaf,86.964,1108.94,2.53387,37.8109,2.85406,1.8,8.8
3obq,96.5326,1598.04,3.40569,38.1845,4.14727,5,3.54
3obu,132.137,1811.77,5.57463,35.3871,6.90797,5.9,4.3
3obx,125.731,1849.47,5.34523,33.5141,5.84047,6.1,3.89
3ocp,81.625,1140.51,3.6338,0,5.57253,1.4,7.57
3ocz,120.776,1286.4,5.09956,0,3.26679,2.2,7.46
3odu,67.2351,1263.52,3.18021,36.854,2.45903,2.2,8.14
3ohi,97.5901,1199.73,12.8573,2.99756,13.1182,2.3,4.85
3oil,67.8331,1219.45,2.45021,25.1205,1.75634,1.8,5.68
3oim,53.1675,1142.92,2.09926,51.2814,1.76981,1.8,6.74
3ok9,132.08,2192.23,8.9404,53.8774,4.65266,3.7,11.23
3oku,58.6271,1211.05,3.8629,57.8426,1.80913,1.7,6.36
3okv,72.2559,1324.5,1.89369,27.3239,1.6114,1.7,6.23
3old,168.204,2935.14,12.5402,6.96187,17.4171,5.9,5.9
3ouj,40.8184,715.191,2.15082,8.06606,4.16496,1.8,6.05
3ov1,93.0463,1253.32,6.24973,25.225,10.4821,3.4,5.2
3ove,100.976,1369.35,6.75884,37.3919,10.7511,3.5,6.57
3ovn,43.8455,717.484,1.38396,16.5459,0,1.3,2.55
3owj,62.1923,1115.9,0.672777,55.4279,0.510368,1.2,6.07
3own,145.995,2557.29,6.37102,67.1851,7.72138,3.1,7.47
3oy0,51.5567,984.947,2.05754,28.9763,1.76797,2.3,8
3oy8,56.1359,764.443,4.62046,0,8.47958,3.4,3.66
3oyq,56.9757,945.629,2.6452,34.1276,1.80694,2.3,7.99
3oyw,53.1391,710.657,3.50747,0,6.77091,2.6,4.11
3ozg,126.62,1360.19,8.79418,11.0339,10.6405,2.5,9.19
3ozj,46.7376,1298.55,3.85126,51.0751,0,1.4,5.11
3ozp,133.25,1281.72,7.8215,32.9171,8.19838,2.3,6.62
3ozr,85.4803,1305.7,6.50254,10.9403,7.70193,2.4,5.15
3p17,92.6639,1339.72,2.20066,48.5558,2.65312,2.3,4.48
3p2e,99.5045,1561.39,5.2096,0.984479,7.68299,2.7,6.22
3p3g,121.169,1540.34,7.88626,71.643,8.6294,2.6,9.74
3p3r,63.4409,1175.33,2.44879,34.1648,2.22244,1.8,7.25
3p3s,60.02,1076.22,3.10459,27.3967,2.82836,1.6,7.59
3p3t,67.6921,1071.62,2.9653,41.9173,1.93605,2,7.24
3p4v,37.3584,923.367,0.83297,21.4227,1.03513,2.5,5.1
3p58,62.3708,753.575,2.58399,6.41556,0,1.7,7.6
3p5l,43.6855,876.593,1.12426,25.1557,0.70727,1.5,7.39
3p7i,50.073,539.9,6.27551,0,9.71982,1.5,7.7
3p8n,163.535,1992.05,4.60801,48.1147,5.08263,3.8,9.28
3p8o,140.18,1917.63,4.62734,45.0353,5.05695,3.8,8.72
3p8p,84.7877,1075.9,7.70169,24.4273,7.85394,2.9,4.55
3p8z,132.008,1923.83,5.18143,21.4965,5.5902,3.1,6.09
3p9l,192.421,2882.58,10.0121,96.1725,12.5027,7.9,5.3
3p9m,185.822,2779.85,8.74068,94.4618,13.2739,7.5,5
3p9t,52.972,1055.62,4.94283,35.4761,1,1.5,6.2
3pb7,85.04,966.639,1.70496,22.2104,0.743273,2.6,5.74
3pb8,44.9948,606.181,2.37111,9.79566,3.07562,1.6,5.24
3pb9,63.6596,740.595,1.86846,34.2925,0.788895,1.4,6.58
3pbb,86.2613,973.199,1.53717,21.4948,0.639669,2.7,7.02
3pce,53.3421,762.773,4.75043,31.0116,1.96536,1.5,2
3pcf,52.451,806.338,5.58546,25.7261,3.91933,1.3,6.05
3pcg,54.412,787.245,7.29666,32.4915,3.60433,1.5,2.3
3pcj,49.296,815.028,3.24635,16.5422,2.66133,1.3,7.22
3pck,49.9153,810.056,3.11988,20.7195,3.10204,1.3,6.7
3pcn,56.199,878.116,6.66719,33.047,4.20646,1.6,3.66
3pd8,87.5366,893.234,6.78565,8.74387,9.05252,1.2,6.46
3pd9,89.3727,923.661,5.83467,7.98429,6.80863,1.2,6.22
3pe1,105.64,1340.47,2.3768,68.4392,1.99656,1.6,9.65
3pe2,106.352,1369.27,2.56171,66.5521,1.89905,1.6,9.76
3pfp,94.4788,1099.68,7.94088,4.03861,13.2817,3,6.44
3pgl,35.1471,890.895,1.97541,15.1778,0,2.5,5.3
3pgu,57.8751,817.485,2.05627,22.2075,1.65274,2.4,6.7
3pju,163.58,2199.84,7.50425,0,10.1366,2,4.88
3pn1,101.841,1318.31,3.36676,11.3813,2.37506,2.6,6.96
3pn4,101.01,1400.59,7.84389,39.3804,10.6004,3.4,6.85
3po1,103.879,1181.3,2.98751,18.2298,2.50061,2.1,4.02
3po6,64.7195,1015.85,7.00857,15.6525,3.95101,1.7,7.06
3ppm,110.881,1559.83,4.95601,73.5063,3.25043,2.6,9.54
3ppp,40.6599,557.084,0.652792,0,0.721945,1.4,5.22
3ppq,38.5187,464.553,1.28394,0,0,1.5,4.55
3ppr,52.4523,694.987,1.61022,19.7954,1.74054,1.2,2.82
3ps1,117.585,1535.23,8.61489,67.0209,9.03047,2.7,10.17
3pwd,64.639,1109.69,2.42333,53.385,1,1.3,6.66
3pwk,44.9416,665.567,5.23855,4.06168,5.24949,1.4,3.35
3pwm,121.154,2065.96,6.57348,50.4739,6.0817,3.6,9.1
3q1x,43.4188,529.75,3.69986,0,3.84546,1.6,5.33
3q2j,83.323,937.171,2.57225,43.0458,2,1.9,4.18
3q44,141.653,1731.27,7.51403,60.7978,9.46973,3.4,6.31
3q6w,133.144,2017.86,3.00695,49.363,1.72384,2.4,7.57
3q6z,112.671,1764.21,3.91127,0,6.1789,3.3,3.72
3q71,140.045,2006.98,7.49003,0,10.3587,3.3,5.22
3q7q,115.535,1193.55,6.81627,0,9.0359,2.9,5.65
3qaa,123.302,2178.15,8.73026,53.3965,4.91306,3.9,11.54
3qbc,94.2749,675.151,4.01452,0,4.26437,1.2,4.97
3qdd,95.6325,1228.27,2.25371,37.1783,0.844426,1.6,8.77
3qfd,157.468,2349.03,5.95381,51.0296,9.14615,6.2,4.17
3qfy,53.8805,657.374,3.17086,5.92121,5.21072,1.5,6.12
3qfz,58.2712,725.383,4.2134,0,6.02345,1.6,3.24
3qgw,81.5048,1469.11,5.30598,52.0078,0.702259,1.9,5.89
3qin,39.5934,656.536,2.18672,5.11152,2.83896,2,6.87
3qkd,168.163,2424.52,3.20421,91.7387,1.61748,4.2,8.38
3qlm,39.2976,873.046,1.17173,46.2958,0,3.8,6.37
3qnd,46.9861,691.132,1.91188,14.2299,2.60073,2.5,4.85
3qox,138.852,1729.03,6.97032,1.72433,8.39572,2.7,6.57
3qps,40.8687,1463.52,2.07787,53.171,0.795073,2.1,5.6
3qqa,45.2377,1721.93,4.33309,51.3427,2.6361,2.7,5.82
3qt6,87.4225,1222.13,6.46859,11.7881,10.6991,2.2,5.37
3qto,109.322,1422.71,2.39579,48.7471,2.66867,2.3,4.13
3qtv,105.562,1451.72,2.75369,49.752,2.51064,2.3,4.65
3qw5,92.9893,1707.62,5.16416,24.023,8.99962,4.5,6.45
3qwc,94.7324,1402.28,2.50987,49.8258,2.16251,2.3,4.26
3qx5,114.336,1495.81,2.82084,54.0893,2.58869,2.3,4.2
3qx8,103.137,1161.39,8.2529,0,7.14666,4,2.86
3qx9,94.6839,1049.89,2.28083,0,4.04769,2.8,4.05
3qxt,137.119,1669.25,4.48697,24.731,5.93879,3.1,5.22
3qxv,146.622,1710.15,7.83442,29.004,4.82056,2.9,8.4
3qyy,121.861,1761.19,6.79089,0,8.70875,1.7,5.08
3r0y,66.6414,1309.97,3.60985,33.3712,2.92057,4.1,4.84
3r16,54.2685,900.689,1.47441,23.241,1.7647,1.9,7.3
3r17,61.2782,955.557,1.18865,21.8727,1.75432,1.9,6.41
3r1v,45.8166,1054.82,1.67751,64.5071,0,1.7,6.92
3r24,116.434,1609.67,6.21173,0.401949,6.78556,2.7,5.25
3r4m,53.5168,893.088,1.0112,23.4554,1.10952,1.5,5.92
3r4n,64.9173,1191.73,1.59154,39.8271,1.1274,2.3,6.89
3r4p,104.322,1677.78,3.02638,45.2277,2.71858,2.5,7.96
3r5t,128.782,1766.38,5.70721,52.0694,6.13952,4.2,8.58
3r6c,101.38,1459.27,4.69496,46.9713,2.8431,1.6,4.72
3r6u,43.6926,454.935,1.03649,0,1.5326,1.5,4.52
3r7o,135.917,2010.05,3.66947,43.8116,1.77184,2.4,8.36
3rbu,78.3804,1023.16,7.86845,5.27374,6.97501,2.2,9.43
3rdo,71.4322,972.099,3.72276,23.403,6.17819,2.1,9.85
3rdq,69.6132,914.466,3.03497,30.156,6.0905,2.3,9.31
3rdv,89.0221,1428.45,3.92112,70.9936,4.63089,7.3,4.91
3re4,61.1463,1224.4,1.66736,8.7807,0.471388,1.8,7.4
3rf4,81.6013,1116.39,2.94655,30.3825,2.68682,2.1,6.25
3rf5,75.2608,947.845,3.35316,46.5879,2.60937,1.8,5.63
3rlb,124.292,1240.64,4.50635,28.975,2.23326,1.9,9.92
3rlp,58.2357,990.188,1.16541,31.9711,1,1.5,7.08
3rlq,72.2875,1246.27,2.02835,35.2233,1.39088,1.4,7.4
3rm4,99.5395,1315.34,3.74299,36.277,4.31261,1.9,5.77
3rm9,51.6397,892.898,1.47247,32.4994,1.67893,1.2,4.77
3roc,104.124,1602.47,2.31211,45.8705,1.74646,2.5,8.19
3rsr,100.329,1473.86,3.24552,25.5699,4.08009,2.9,4.36
3rt4,192.817,2741.27,11.4152,47.7013,7.27804,7.4,8.8
3rt8,87.9628,940.337,3.57352,3.96899,7.72953,1.8,6.35
3rtf,104.15,1010.65,5.86108,2.89902,10.1262,1.8,7.35
3ru1,54.1523,1017.87,3.13586,29.9868,4.45298,2.1,4.85
3rux,218.737,2410.78,9.66577,22.2577,12.059,3.2,9.28
3rv4,107.688,1579.57,6.86278,0,8.64951,2.4,2.3
3rv8,68.9655,1035.63,0.675713,29.5783,1.82069,2,4.92
3rwp,118.284,1712.68,3.47349,18.2732,1.49132,2.3,9.22
3ryv,53.8493,848.415,1.75133,25.0969,1.9297,1.7,7.07
3ryx,56.5561,1032.46,1.93079,31.9016,1.94637,2.1,8.14
3ryy,54.9612,875.645,1.67896,28.1512,1.92915,1.9,7.42
3ryz,60.1254,1095.49,1.68161,36.7084,1.96289,2.3,8.62
3rz0,56.6204,910.928,1.4806,31.5923,1.82268,2.1,7.55
3rz1,60.2281,1161.35,1.82938,38.3393,1.96892,2.5,8.74
3rz5,58.8404,906.887,1.52778,35.265,1.79941,2.3,7.89
3rz7,63.2892,1218.17,1.78204,40.3271,2.05897,2.7,8.96
3rz8,59.6689,965.715,1.83197,36.9769,2.04275,2.5,8.17
3s0b,82.6749,1093.13,2.75615,106.2,0,1.4,6.49
3s0d,53.0203,704.705,1.1167,47.1001,0,2.1,7.05
3s0e,55.1693,791.836,1.92336,41.8273,1.27905,1.7,6.55
3s2v,105.419,1305.12,7.57452,2.14824,8.53871,2.3,6.8
3s3v,100.243,1151.16,3.18911,27.9363,2.91489,2.1,6.23
3s43,112.463,1990,4.60136,49.6544,4.88001,3.6,8.6
3s45,113.704,1954.26,5.02874,57.3763,4.96901,3.6,8.49
3s54,113.065,2051.03,9.24828,45.5553,6.16204,3.6,9.64
3s56,144.667,2396.68,4.81983,80.3092,4.90295,3.7,9.62
3s5y,72.2265,671.897,5.21954,0,8.22329,1.6,7.41
3s6t,106.601,1131.01,4.01707,22.8991,6.6692,2.3,7.35
3s71,56.708,793.942,1.5426,20.9645,2.02881,1.3,8.64
3s72,52.8775,766.639,1.84282,13.6702,2.48611,1.3,6.4
3s73,55.6284,746.592,1.56126,12.1603,1.89716,1.3,8.7
3s75,44.6784,577.182,1.19657,8.36665,2.20622,1.3,6.82
3s76,41.3571,563.12,1.86935,0,2.96204,1.3,5.05
3s77,47.1401,590.446,1.26052,0,2.06436,1.3,7.21
3s78,43.3608,574.458,1.21261,8.13064,1.64835,1.3,6.47
3s8l,90.8141,1290.34,6.53767,29.1615,10.7073,3.4,5.64
3s8n,91.3378,1316.51,5.32224,32.1026,10.147,3.4,6.21
3s8o,95.4076,1325.18,6.08588,35.3055,10.5502,3.4,6.85
3s8x,60.4401,1024.88,2.11338,26.9391,1.95217,2.1,7.3
3s9e,73.1786,683.422,4.94591,10.0487,9.18836,1.9,5.13
3s9t,57.3103,1187.98,1.69724,22.488,2.55534,2.1,6.82
3sap,73.614,1077.59,2.59828,36.382,1.99325,2.7,7.59
3sax,64.7734,1184.58,1.45391,29.483,2.01299,2.3,6.57
3sbh,58.1264,991.609,2.0961,32.1813,2.1859,2.1,7.28
3sbi,57.3967,951.185,1.4038,26.6591,1.78741,2.1,7.92
3sfg,43.453,792.858,4.80119,2.30603,1,1.7,6.06
3sha,88.5197,1360.34,2.42246,48.3212,2.35514,2.3,5.59
3shc,101.98,1403.4,3.2534,50.1528,2.45554,2.3,5.72
3si3,87.383,1354.8,2.59626,52.3791,2.48557,2.3,4.16
3si4,93.2731,1395.51,1.95814,51.8307,2.28866,2.3,3.88
3sio,116.526,2132.15,3.57669,60.6036,0.787349,3.6,8
3sjf,150.035,1942.49,6.59944,21.643,9.15209,3.6,7.64
3sk2,101.912,1104.21,2.76884,41.6667,1.5215,1.7,3.61
3slz,185.36,3189.64,10.7452,98.1607,12.3564,6.4,6.99
3sm2,110.018,1982.52,4.17573,46.791,3.82296,3.6,9.7
3spf,44.2375,1017.72,0.452556,62.9209,0,3.4,3.86
3sr4,141.493,1790.45,7.50741,1.52122,7.84275,2.7,6.54
3st5,114.319,2118.6,4.71356,57.9181,4.56234,3.8,11.3
3std,107.468,1796.78,1.80764,135.565,2.34312,2.2,11.11
3str,140.771,1793.4,6.00087,20.1163,10.1397,2.9,8.4
3su0,143.212,1885.98,4.43345,58.8834,4.22421,2.6,6.79
3su1,145.19,1899.3,4.39719,55.0985,4.14532,2.6,6.68
3su2,153.02,1932.15,4.01664,56.1947,4.19077,2.6,7.35
3su3,146.991,1917.4,3.87244,54.6547,3.85757,2.4,9.13
3su4,147.804,1948.13,4.69265,56.9423,4.10856,2.4,6.26
3su5,137.672,1896.08,4.12409,50.2743,3.96796,2.4,5.58
3su6,153.302,1974.57,4.00262,54.2413,3.91604,2.4,6.02
3sue,171.123,2047.44,9.53396,61.0718,7.05778,2.6,9.08
3suf,147.992,2000.88,5.18426,52.5661,5.226,2.6,7.56
3sug,143.206,1987.01,6.2207,51.5565,3.30685,2.6,6.21
3sur,101.428,936.554,5.65658,15.7709,5.94382,1.5,4.15
3sus,96.8092,952.768,5.2551,15.0049,5.82988,1.5,4.15
3sut,140.745,1240,8.23184,31.2812,8.48836,2.5,7.85
3suu,136.984,1251.9,8.33165,31.0073,7.81965,2.5,8.52
3suv,77.688,892.813,4.35447,15.9158,5.43506,1.7,4.55
3suw,92.1058,963.467,3.9926,20.5886,5.52413,1.5,4.7
3sv2,96.0544,1369.89,2.10845,48.912,2.51717,2.3,4.19
3sw8,84.0572,981.777,4.92115,19.0882,4.39728,2.1,4.5
3sww,77.7239,1115.12,3.41076,29.7512,3.04457,2.1,8.4
3sxf,101.59,1577.28,2.40396,58.8458,0.814573,1.7,8.6
3sym,98.0352,1354.03,4.74281,2.41614,8.39633,2.1,4.57
3t01,32.3046,459.814,3.18328,0,3.18556,1.2,4.48
3t08,58.9267,914.418,3.52904,8.38359,5.47956,2,3.04
3t09,79.6319,880.786,7.94952,0,7.59274,1.6,3.8
3t0b,54.1121,906.094,3.11307,9.42554,5.25171,2,4.3
3t0d,78.0179,869.402,7.15135,0,7.14157,1.6,2.37
3t0x,133.774,1757.39,1.85512,166.591,1.13929,2.6,8
3t1a,154.072,1980.15,3.64494,94.117,0.933473,2.1,8.37
3t1l,56.2244,715.207,2.40742,0,5.161,2.7,3.26
3t1m,86.7148,1070.99,3.42659,16.3313,5.00947,2.6,3.04
3t2q,68.22,863.743,6.93805,0,6.91793,1.6,3.66
3t2w,70.8281,1027.33,4.15992,20.6026,5.60085,2.1,7.46
3t3c,118.615,2027.45,3.87008,42.5748,5.7509,3.6,10.23
3t3u,106.322,1716.57,3.88179,48.7673,1.77752,1.7,8.6
3t5u,54.3475,687.517,2.12451,28.6004,4.17849,1.5,7.59
3t60,89.9165,1413.19,2.01133,54.9347,2.25812,2.5,6.7
3t64,93.271,1287.17,2.16369,60.0283,2.40313,2.3,6.7
3t6b,132.017,2389.66,11.0805,49.6503,9.86787,4,6.36
3t70,96.9964,1319.87,1.88673,63.6849,2.4016,2.3,6.3
3t82,72.8931,1212.44,3.02989,5.79964,4.78036,2.7,7
3t83,101.478,1487.73,2.61978,14.2932,2.47177,3.6,6.98
3t84,77.6427,1139.73,3.86289,6.65777,5.45075,2.4,6.97
3t85,70.9166,1182.09,3.19694,5.15015,4.73017,2.7,7.95
3t8v,140.608,2156.16,7.48382,58.2431,8.005,4.8,6.59
3ta0,141.009,1762.3,7.38948,0,9.16022,2.9,3.47
3ta1,143.426,1677.92,5.52173,0,8.82032,2.5,3.25
3tao,52.5502,634.917,4.60948,0,7.07704,1.8,5.14
3tay,57.5259,781.193,2.54858,2.06899,4.66208,2.9,3.38
3tb6,47.3275,695.157,2.44048,0,4.59065,1.4,5.08
3tcg,100.427,1395.14,6.18444,11.4205,9.01692,3.6,5.87
3td4,62.4651,691.259,3.91708,6.55254,6.67281,2.4,5.66
3tf6,56.5107,571.942,1.87079,30.0742,0.615226,1.4,6.4
3tfn,107.46,1723.78,7.45406,91.3798,2.15489,2.4,6.57
3tfp,109.719,1671.59,10.233,79.9301,2.279,2.2,6.47
3tfu,119.499,1679.43,7.66642,21.4691,7.7812,2.6,3.28
3th9,114.3,1915.45,5.89833,64.7542,3.90352,2.7,7.7
3tif,157.354,1501.23,7.08055,0,8.88736,2.5,5.38
3tk2,76.5921,760.127,2.54082,42.0947,3.25225,1.7,4.62
3tkw,118.939,2067.76,7.15993,53.0531,5.82055,3.6,5.27
3tmk,242.852,2964.16,11.6392,18.22,15.3548,4.5,6.87
3ts4,127.658,1945.01,4.08068,45.7679,2.40278,4,8.72
3tt4,118.647,1517.68,4.4834,41.2395,1.85719,2.8,8.28
