receptor,van_der_Waals,hydrogen_bonding,electrostatic,solvation,tors,exp_binding_affinity
3gvb,-61.4426,-16.3698,-0.0274615,94.3938,2.5,2.59
3gvu,-120.026,-23.5581,-0.0413717,162.914,6,8
3gx0,-92.3944,-44.1111,-0.0734207,256.519,22,3.48
3gxy,-63.8169,-21.7804,0.00202456,124.61,17,5.59
3gy2,-78.6493,-23.3376,-0.00617395,130.392,6.5,5.74
3gy3,-87.3655,-25.9451,-0.00785831,118.699,11.5,5.63
3gy7,-46.6601,-18.4413,-0.00461644,60.9856,1.5,4.52
3h1x,-51.5317,-3.77458,-0.0190857,65.765,4,5.89
3h30,-49.5484,-8.89762,-0.00379087,86.9731,3.5,4.53
3h5b,-122.441,-14.5757,-0.000696717,119.009,13.5,10
3h78,-38.9937,-9.31296,-0.00025687,74.4842,1.5,4.24
3h89,-141.215,-21.6881,-0.0217301,180.989,24,7.64
3h8b,-139.895,-16.3417,-0.0199797,168.629,23.5,6.29
3hb4,-94.9149,-2.00036,0.00226185,63.2824,4,9.05
3hcm,-25.7129,-0.0076642,-0.0164393,27.0231,2,3.3
3hek,-83.9494,-3.76539,-0.00913286,121.503,5,8.27
3hf8,-104.778,-19.3269,-0.0474353,180.769,10,6.51
3hfb,-91.7099,-15.0856,-0.0274314,148.383,8.5,7.52
3hig,-91.1068,-15.0769,-0.00150565,143.318,6.5,7.89
3hit,-135.957,-51.8433,-0.0754423,305.796,25,8.19
3hk1,-62.2151,-9.88911,-0.0293664,94.1675,7,6.17
3hkn,-80.6759,-10.4498,-0.00166996,154.932,20,5.35
3hkq,-45.9386,-11.2829,-0.00240004,107.317,4.5,5.34
3hkt,-61.5901,-15.2795,-0.00374154,154.067,9,5.39
3hku,-67.9728,-16.9439,-0.00424251,96.6502,3.5,8.3
3hkw,-86.3666,-7.33921,-0.00267841,130.775,5.5,8.64
3hky,-84.2067,-7.73621,-0.00198709,128.411,5.5,7.1
3hl5,-60.9155,-19.8478,-0.0403994,71.359,8,4.47
3hl7,-75.2037,-1.60135,0.00287851,102.956,3.5,7.64
3hl8,-51.6522,-0.058315,0.000270976,47.5909,2.5,4.49
3hll,-85.1508,-5.31104,-0.00337254,83.5365,5,8.24
3hmo,-76.9785,-10.0767,-0.0105972,102.552,4,7.52
3hmp,-46.6329,-4.72728,-0.000852753,55.9792,3,5.49
3hp9,-54.199,-3.4173,-0.0135205,69.5644,5,4.59
3hs4,-45.0564,-10.065,-0.000189907,82.1535,2.5,8
3hu3,-101.498,-45.4349,-0.0207238,239.243,9.5,6.89
3hub,-98.8769,-5.11302,-0.00307327,100.667,5,8.09
3huc,-79.9405,-0.258711,0.00707002,93.5698,3,5.99
3hv8,-113.298,-25.8956,-0.0513582,265.936,4,6.98
3hvh,-139.584,-33.5079,-0.00599153,196.855,9,8.52
3hvi,-144.757,-36.7159,-0.00413944,209.092,10,8.3
3hvj,-146.264,-31.8026,-0.00545957,207.183,11,8.7
3hvk,-144.593,-24.4099,0.0105994,209.312,10.5,8.52
3hww,-30.2821,-7.90682,0.00249786,68.1279,3.5,7.12
3hx3,-61.8683,-0.4481,0.00315183,-14.3055,5,8
3hzk,-57.0257,-27.5952,-0.067874,151.811,14.5,6.7
3hzm,-39.2858,-22.7982,-0.0291781,104.903,5.5,5.52
3hzv,-53.0798,-28.8713,-0.0508044,147.357,14.5,6.52
3i25,-203.835,-36.9823,-0.012426,237.807,23.5,8.51
3i3b,-54.0797,-20.6199,0.00612704,110.678,3,2.23
3i4b,-100.052,-11.7162,0.00527129,135.521,7.5,8.15
3i4y,-27.3805,-8.81857,0.000495759,59.2585,1,7.05
3i51,-52.5683,-10.8937,0.00177739,60.0477,1,7.7
3i5z,-98.9341,-9.08507,-0.00167841,134.444,7.5,8.7
3i60,-104.235,-11.1025,0.000755728,138.53,7.5,8.7
3i6o,-132.612,-17.5049,0.000588806,138.03,9.5,10.35
3i73,-81.2654,-16.3866,-0.000211309,199.153,7,5.49
3i7e,-107.847,-26.5068,-0.00576035,119.711,13.5,10.85
3i9g,-84.4565,-17.5891,-3.435e-05,65.2134,18,8.96
3iae,-147.199,-58.0226,-0.0429469,321.466,13,3.89
3ibi,-41.4157,-9.79964,-0.00177273,33.5971,8.5,8.59
3ibl,-47.0988,-10.183,-0.0022588,45.4149,12,7.84
3ibn,-49.0988,-9.91673,-0.0020915,43.1768,14,7.61
3ibu,-44.2187,-9.81552,-0.00229069,31.8383,10.5,9.15
3ie3,-37.6446,-5.23462,-0.0109042,49.9317,8.5,6.68
3ies,-153.56,-26.6976,-0.00578226,238.051,10.5,9.92
3ifl,-119.183,-38.952,-0.0417574,224.381,26.5,8.08
3igp,-48.6712,-9.54042,-0.00168981,70.9377,3.5,7.02
3ijh,-54.628,-25.3225,-0.027697,124.147,8.5,4
3ikd,-66.4868,-12.5238,-0.073346,91.2961,7,6.75
3ikg,-67.073,-15.8132,-0.0738443,89.9918,7,7.24
3imc,-49.0338,-4.28528,-0.000678689,50.3083,1,2.96
3ime,-38.8005,-13.6405,-0.00869366,53.2741,1,3
3iob,-73.5803,-22.3176,0.00393794,153.238,3.5,3.42
3ioc,-99.8923,-21.4303,0.00218998,150.689,7,3.68
3iod,-87.787,-22.0533,0.00161438,189.761,8,4.1
3ioe,-95.0163,-32.393,0.0030297,184.928,9,3.27
3iof,-52.9292,-3.094,-0.00213916,49.7191,6.5,5.22
3iog,-39.671,-11.7412,-0.0177181,73.8184,2.5,5.52
3ip5,-35.8784,-29.2261,-0.0528878,81.4066,1.5,6.22
3ip6,-45.53,-22.8956,-0.0372613,77.931,1,6.6
3ip8,-49.2785,-19.6917,-0.0408376,67.6204,2,2.28
3ip9,-39.145,-25.1579,-0.0548581,80.6622,3.5,5.62
3iph,-89.0209,-13.7011,-0.00434523,86.9275,6,7.6
3ipq,-138.121,-12.9384,-0.0148711,107.513,14,7.57
3ipu,-104.158,-0.465818,-0.0132015,122.903,10,7.32
3iqu,-78.9195,-50.7254,-0.0827607,223.672,26,4.77
3isj,-64.9176,-12.5775,-0.00207468,82.3004,3,3.68
3iss,-106.343,-36.3851,-0.0542714,259.9,15,6.05
3iub,-79.8118,-13.8791,-0.00218962,110.058,4,4.54
3iue,-90.4717,-27.6332,-0.0369612,139.025,6,5.82
3ivc,-95.0967,-19.2084,-0.0195574,127.425,7,4.12
3ivx,-104.462,-24.785,-0.0195951,131.26,6,5.74
3iw5,-106.807,-5.64405,-0.00132242,120.174,9,6.08
3iw6,-85.8134,-6.08877,0.000639611,81.3083,7,5.48
3iww,-119.971,-35.4314,-0.0282968,198.446,12,7.96
3jdw,-32.6255,-19.4473,-0.0583853,109.871,5,3.6
3jrs,-51.0595,-6.74637,-0.0227715,53.2721,5,4.28
3jrx,-99.5624,-9.00426,-0.0030947,101.775,5,9
3juk,-103.668,-50.297,-0.0308454,252.603,12,4.89
3juo,-60.4714,-12.3287,-0.0537317,99.0454,3,5.07
3jup,-60.201,-19.3952,-0.0397758,97.4262,3,5.58
3juq,-57.7469,-12.0971,-0.0508377,98.3981,3,4.91
3jy0,-60.0147,-6.7174,-0.0241813,86.7794,2.5,8.3
3jyr,-128.355,-36.0238,0.00196798,270.733,15.5,5.54
3jzg,-61.4605,-8.54799,-0.0115856,97.8308,18,4.4
3jzh,-76.4401,-9.11544,0.00024787,134.551,22,3.4
3jzj,-139.505,-43.0787,-0.00423227,305.346,15.5,3.61
3k00,-145.032,-48.8881,0.0073826,324.069,17,5.77
3k02,-146.065,-47.2818,4.74492e-05,341.508,20,5
3k1j,-95.7722,-42.2018,-0.0640984,232.962,7,6.4
3k2f,-83.0895,-23.7973,-0.0119206,105.115,11.5,7.2
3k37,-73.7135,-40.67,-0.0666027,159.19,7.5,8.92
3k4d,-54.1048,-15.6217,0.0100724,133.129,2.5,5.11
3k4q,-71.2706,-51.9019,-0.0210181,220.268,12,5.34
3k5i,-51.8434,-29.9108,-0.0564763,131.409,5.5,4.7
3k5x,-55.2985,-30.9892,0.00640173,142.899,6.5,6.41
3k8c,-49.6669,-35.794,-0.0306783,122.767,6.5,2.92
3k8o,-76.5717,-22.5909,-0.010687,170.319,7.5,11.07
3k8q,-63.282,-19.5772,-0.011549,124.683,6,11.28
3k97,-66.0299,-3.38974,0.00300544,85.1467,3,8
3k99,-65.8648,-4.19466,0.00258927,90.3803,2,7.22
3kdb,-140.895,-20.1201,-0.00774007,147.372,11,9.85
3kdc,-144.132,-16.2506,-0.00140305,153.26,11,9.28
3kdd,-140.358,-18.1316,-0.000329272,163.136,11,8.46
3kdm,-72.1187,-4.94461,-0.00234251,20.3106,0.5,7
3kek,-122.497,-20.7563,-0.0279366,118.845,6,8.36
3kgq,-49.7395,-20.1576,0.00743751,131.777,5.5,2.3
3kgt,-54.6352,-8.8248,-0.000789361,88.6844,1.5,5.51
3kgu,-50.6913,-7.6924,-0.000898592,85.3671,1.5,5.92
3kiv,-33.2529,-20.5077,-0.0725799,49.2612,5.5,4.7
3kjd,-64.0158,-11.3249,-0.0107368,99.5742,2,8.54
3kku,-66.4826,-5.10312,-0.00178611,77.1074,6,5.7
3kmc,-79.1454,-28.2944,-0.0122735,85.0992,13,6.4
3kmx,-56.8017,-18.4602,-0.0097156,68.3456,7.5,4.82
3kmy,-50.6112,-18.7316,-0.00910557,60.6381,3,4.49
3kqr,-23.98,-15.6254,0.0500161,63.8101,3.5,4.43
3kr4,-68.9215,-41.419,-0.0349735,131.476,9,7.6
3kv2,-50.1959,-33.9086,-0.0554398,138.052,5,7.32
3kyq,-45.9457,-0.0579808,-0.00512364,29.0596,16,4.22
3l0v,-69.515,-15.4334,0.00237211,93.7179,3,7.64
3l1n,-43.9731,-0.000942939,0.00234427,12.4946,14,5.63
3l3l,-67.0181,-14.7414,-0.00995743,86.8434,2,7.48
3l3m,-85.1851,-13.9615,-0.0210125,112.846,2,8.22
3l3n,-105.222,-29.3019,-0.0548366,198.73,15.5,8.18
3l4u,-67.1202,-20.2784,0.0112581,148.355,12.5,7.52
3l4v,-72.4642,-22.1732,0.0463781,165.661,14,6.72
3l4w,-57.5236,-23.2501,-0.051817,126.819,5.5,6
3l4x,-70.8522,-20.1693,0.0448882,166.015,14,6.89
3l4y,-77.1054,-21.0267,0.0421332,171.856,14,7
3l4z,-65.9798,-27.0166,0.0386581,136.608,9.5,6.72
3l59,-42.6965,-18.747,-0.0450281,79.8578,2.5,3.7
3l6h,-40.5929,-10.0021,-0.0159915,68.1223,2,5.4
3l79,-68.1912,-26.4822,-0.00291732,149.272,3.5,2.46
3l7a,-101.889,-23.3548,-0.000824416,183.807,5.5,4.33
3l7c,-71.3391,-27.7042,-0.00128415,159.035,3.5,2.44
3l7d,-91.4222,-14.4187,-0.00118635,161.18,5,2.18
3lbj,-72.6253,-6.41302,-0.00412765,66.9711,10,4.96
3lbz,-64.4933,-7.38885,-0.0199163,79.5257,5.5,3.86
3lc3,-69.2356,-18.3587,-0.00470698,91.4638,4.5,5.23
3lcu,-108.254,-37.7503,-0.0477611,224.697,8.5,3.52
3lcv,-106.92,-34.6452,-0.0435231,223.904,9,4.74
3ldp,-92.0107,-5.42546,0.00873586,206.138,7,5.62
3ldq,-76.9542,-4.23256,0.0108561,183.649,6,5.36
3le9,-76.9042,-14.9746,0.00180626,105.392,4,8.22
3lea,-80.8747,-10.3812,0.00109659,109.957,5,9.1
3lgs,-74.2967,-18.1441,-0.00374898,159.356,2,4.61
3lir,-99.4187,-20.12,0.0105409,108.673,14,6.92
3liw,-107.197,-21.9599,-0.00446357,122.178,9.5,7.6
3ljg,-102.616,-23.4777,0.00447559,98.6077,14,7.73
3ljo,-79.306,-32.6039,-0.00761999,114.937,7.5,6.62
3ljz,-114.11,-21.7782,-0.00119351,105.482,8,8.14
3lk8,-63.5478,-24.9444,-0.00799309,72.8748,5.5,7.71
3lmk,-49.8826,-34.2448,-0.0669474,120.505,4.5,5.94
3lp4,-36.2771,-15.8768,-0.0914417,106.019,6,4.88
3lp7,-50.9849,-35.1834,-0.105564,145.212,5,5.44
3lpi,-130.545,-24.1947,-0.0453721,160.848,13.5,8.52
3lpk,-141.801,-29.0089,-0.0503184,177.505,11.5,9.1
3lpl,-38.8577,-14.485,0.0366504,102.971,4,5.62
3lpp,-82.3052,-28.8528,0.032344,170.08,14,6.22
3lq2,-96.7241,-25.8058,0.0260135,202.351,8,5.22
3lvw,-61.8819,-37.558,-0.0629354,164.634,10,2.67
3lxe,-66.4799,-17.5539,-0.00248554,98.6726,3.5,6.6
3lxk,-82.3049,-5.43826,-0.00366376,102.624,3,9.8
3lzs,-111.015,-23.9249,0.000898228,123.191,13,10.96
3lzu,-109.937,-22.3829,-0.00013732,119.307,13,10.06
3lzz,-56.1056,-8.28319,-0.013343,145.673,7.5,3.84
3m1k,-30.8706,-4.67315,0.000791999,41.7107,1,5.39
3m35,-95.612,-21.3848,-0.0314751,126.041,7.5,7.22
3m36,-118.272,-18.4131,-0.0354981,142.13,7.5,9.82
3m37,-119.979,-20.7817,-0.0294241,150.309,8,9.04
3m3c,-49.7655,-33.4847,-0.000652295,115.41,12.5,4.06
3m3e,-50.3136,-29.3054,-0.00625262,111.949,12.5,4.43
3m3o,-50.065,-29.307,0.000819108,110.735,12.5,3.6
3m3x,-60.1687,-8.52947,0.000221826,93.8239,7.5,6.82
3m3z,-77.3464,-5.59434,0.0196956,187.888,7.5,5.73
3m40,-55.3379,-8.71024,-0.00041237,93.8997,4.5,6.77
3m5e,-60.1044,-13.5615,-0.00287353,87.8299,6.5,7.37
3m67,-71.1313,-10.0375,-0.00305503,98.6313,5.5,6.74
3m6r,-87.3857,-30.748,-0.0170754,80.4632,12,7.49
3m89,-86.392,-43.0652,-0.0124952,218.877,9.5,6.16
3m8t,-38.5813,-6.6481,0.00592869,54.2314,2.5,4
3m8u,-147.275,-58.1913,-0.107685,325.555,22,4.89
3m96,-72.6596,-10.5209,-0.00331,91.1383,5.5,7.22
3mam,-29.8196,-0.16825,-0.00921526,56.7902,2,4.12
3mdz,-51.6,-9.63567,0.000835039,71.543,3.5,9.1
3mf5,-66.8632,-6.92552,-0.0278978,39.0882,4,5.36
3mfv,-53.6794,-32.9873,-0.0431671,131.67,5,2.52
3mfw,-40.0491,-21.7363,-0.0851267,135.835,4,3.52
3mhc,-58.316,-17.5135,-0.00136713,80.8735,3.5,7.96
3mhi,-56.4371,-8.91315,-0.000560159,100.528,6,6.7
3mhl,-61.1279,-13.6091,-0.0012025,106.208,6.5,7.25
3mhm,-73.7662,-12.6726,-0.00305496,113.508,8.5,7
3mho,-60.8005,-8.70961,-0.00183123,91.7314,5.5,6.49
3mhw,-47.6229,-14.1361,-0.00154382,59.8388,0.5,2.3
3mi2,-83.542,-52.6797,-0.0366818,206.349,6.5,7.77
3mi3,-41.0594,-27.3858,-0.0753053,121.815,6,5.45
3miy,-71.705,-11.0654,-0.00755907,89.1659,7,7.68
3mjl,-21.3186,-9.3084,-0.036751,69.6741,0.5,2.44
3ml2,-60.2701,-9.13033,-0.00258238,78.6805,5.5,8.05
3ml5,-46.1563,-13.6996,-0.00135019,86.5999,2.5,8.52
3mmf,-55.2817,-8.30475,-0.00327356,111.17,7,7.43
3mna,-54.472,-8.49929,-0.00343601,111.402,7.5,7.39
3moe,-36.524,-13.7419,-0.0749807,90.0857,3,4.3
3mof,-22.8204,-11.2563,-0.0642964,75.4167,1,3.07
3moh,-31.6354,-17.8145,-0.0951029,93.9848,3,2.84
3ms9,-46.6016,-0.938502,-0.000200551,39.1688,2.5,5.22
3mtw,-69.097,-43.8512,-0.0117236,171.634,7,7.04
3muz,-51.4174,-24.0924,0.0012646,97.2363,5,3.46
3mv0,-54.2562,-19.7992,0.00162327,115.995,3,3.85
3mxd,-124.414,-20.3194,-0.00180176,142.429,13,8.83
3mxe,-119.844,-13.2151,0.00287524,140.032,13.5,10.01
3myq,-68.8911,-9.6621,-0.00113831,95.8904,5.5,7.52
3mz6,-44.9953,-10.2143,0.00249695,51.0333,9.5,7.2
3mzc,-49.5367,-8.57298,-0.00183037,66.8151,3.5,6.65
3n0n,-53.3976,-9.55738,-0.00217473,96.479,3.5,7.3
3n1c,-49.7612,-43.6613,-0.0550799,142.301,6,5.22
3n2p,-61.4493,-13.1628,0.00457096,95.8757,4.5,7.82
3n2u,-78.2822,-21.6812,-0.00177804,109.095,12.5,7.84
3n2v,-82.0372,-18.6207,0.000987155,74.519,8,7.51
3n35,-43.7792,-24.3601,-0.00905624,81.1505,4,3.37
3n3g,-63.1907,-2.32031,0.00964794,69.2513,7,7.24
3n3j,-52.4659,-7.38059,-0.0017782,70.3225,4.5,8.48
3n4b,-53.0771,-9.615,-0.00220215,78.1132,3.5,7.02
3n7h,-56.9835,-0.0635564,0.000331243,33.6231,3,4.5
3n7o,-103.98,-18.0453,-0.0448392,104.595,5,7.14
3n8k,-52.3132,-30.127,-0.00486552,100.864,1.5,4.05
3n9r,-61.0449,-25.0568,-0.0470251,115.223,8,7.15
3n9s,-73.4234,-43.5683,-0.0716484,149.113,9.5,5.26
3nb5,-55.7611,-9.3472,-0.000640233,70.2717,7,7.74
3nee,-57.1,-1.42295,0.00722584,66.6921,6.5,5.34
3neo,-74.3357,-2.73219,0.00558827,80.8347,7.5,5.92
3nes,-57.5863,-1.60211,0.00351995,66.1269,6.5,5.62
3nex,-73.7392,-2.03916,0.000913009,83.6067,7.5,6
3ng4,-38.3942,-10.2131,-0.0264111,103.593,4,5.43
3nhi,-91.1498,-11.2747,-0.0352712,28.0734,15.5,8.43
3nht,-75.1787,-4.75759,0.0140655,20.8468,14.5,7.01
3ni5,-60.6419,-11.3791,0.000117448,98.9757,12.5,7.55
3nik,-76.0635,-43.9381,-0.118297,176.498,14.5,3.45
3nim,-82.3533,-44.0178,-0.122397,196.627,15.5,4.75
3njq,-66.8254,-4.50409,-0.00217442,30.9413,7,4.89
3nkk,-52.8142,-18.8212,-0.00384629,71.8748,1.5,4.7
3nox,-81.3613,-18.0479,-0.0973722,133.423,3.5,8.66
3npc,-132.664,-18.5122,-0.0108758,125.798,8,8.34
3nq3,-35.1238,-3.49349e-05,0.00508895,3.57694,8,3.78
3nsn,-111.915,-25.3567,-0.0399021,236.571,19,7.19
3nu3,-110.441,-14.8476,0.00102159,122.467,13,9.82
3nu4,-108.473,-15.6175,0.00144102,119.964,13,8.82
3nu5,-109.782,-13.33,0.00133498,113.217,13,8.35
3nu6,-110.032,-15.8493,0.00120607,110.963,13,9.3
3nu9,-103.289,-14.2353,0.00122724,120.718,13,9.05
3nuj,-109.632,-16.55,0.00224026,111.025,13,9.39
3nuo,-109.634,-15.6319,0.000913992,109.989,13,9.8
3nw3,-109.154,-10.7095,0.000752205,208.557,13.5,6.49
3nxq,-100.344,-34.6583,0.0274916,204.151,13,8.15
3ny3,-60.5691,-31.7663,-0.0892924,107.035,17,4.71
3nyd,-54.0216,-11.4648,-0.00490309,71.7361,1,3.48
3nyx,-96.7752,-4.87091,0.000971914,95.2308,3,7.49
3nzk,-90.9681,-17.2103,-0.00792987,121.376,9,9.27
3o4k,-176.999,-31.5925,0.00199075,235.48,32.5,7.62
3o56,-71.8141,-6.25157,0.000118188,123.985,6,9.1
3o5n,-73.4046,-22.3513,-0.0459278,100.291,3,4.76
3o5x,-49.4248,-12.6332,-0.0341277,119.61,8.5,5.28
3o75,-63.6396,-43.7329,-0.0236137,159.179,6,6.68
3o7u,-47.0693,-31.0381,-0.00904745,97.8508,0.5,7.28
3o84,-76.9012,-0.884385,0.00795686,108.161,4,7.24
3o8p,-71.145,-14.1815,-0.010352,68.4792,3,6.46
3o99,-116.95,-20.6532,0.00131531,125.809,14,10.82
3o9a,-117.375,-18.1242,0.000966309,117.383,14.5,10.7
3o9d,-122.388,-16.5129,0.00165031,124.385,13.5,10.72
3o9e,-119.353,-20.5675,0.000807494,128.986,15,11.3
3o9p,-96.5815,-62.3493,-0.117786,232.737,14,6.52
3oaf,-73.1321,-15.7658,-0.0280447,126.811,4,8.8
3obq,-90.6795,-17.6605,-0.00720699,112.075,20,3.54
3obu,-109.481,-21.9836,-0.0596586,147.864,24.5,4.3
3obx,-108.358,-25.0215,-0.0709011,153.266,25.5,3.89
3ocp,-66.981,-28.1345,-0.0310515,130.487,2,7.57
3ocz,-78.7991,-10.7007,0.0189529,194.59,6,7.46
3odu,-64.542,-9.72982,-0.000742374,70.0571,6,8.14
3ohi,-78.1017,-49.0862,-0.100462,166.621,6.5,4.85
3oil,-65.2022,-8.85397,-0.00195838,58.4294,4,5.68
3oim,-57.0299,-9.60111,-0.00229669,34.9396,4,6.74
3ok9,-121.896,-16.1596,0.00181985,117.641,13.5,11.23
3oku,-61.5796,-10.8262,-0.00240201,45.5874,3.5,6.36
3okv,-70.7653,-9.45153,-0.00262667,57.8077,3.5,6.23
3old,-159.2,-45.88,-0.048588,367.859,24.5,5.9
3ouj,-34.3861,-19.0103,-0.0327642,83.2971,4,6.05
3ov1,-75.6674,-38.6459,-0.0643916,126.241,12,5.2
3ove,-82.4996,-38.3686,-0.0644417,129.423,12.5,6.57
3ovn,-39.7256,-0.153764,7.68075e-05,48.3085,1.5,2.55
3owj,-57.341,-4.28187,-0.000348243,70.893,1,6.07
3own,-134.287,-18.9181,-0.00411963,146.404,10.5,7.47
3oy0,-51.6336,-9.1152,-0.00229308,60.2993,6.5,8
3oy8,-47.8796,-26.9635,0.00387277,107.617,12,3.66
3oyq,-52.047,-9.21766,-0.000554638,59.0144,6.5,7.99
3oyw,-42.7199,-23.2897,-0.00495296,93.2091,8,4.11
3ozg,-84.3231,-43.5872,-0.0508908,177.536,7.5,9.19
3ozj,-56.2499,-0.00256592,-0.000388031,36.4664,2,5.11
3ozp,-86.3469,-28.2923,-0.0066256,142.777,6.5,6.62
3ozr,-74.7136,-25.6541,-0.000673362,123.639,7,5.15
3p17,-82.2063,-14.2532,-0.0105958,106.153,6.5,4.48
3p2e,-89.3196,-29.5026,-0.0199363,180.829,8.5,6.22
3p3g,-93.4837,-24.8006,-0.00491681,96.2929,8,9.74
3p3r,-57.8753,-10.4853,-0.0188596,87.9122,4,7.25
3p3s,-60.6858,-16.1342,-0.00633976,100.714,3,7.59
3p3t,-55.6635,-4.11873,0.00026775,65.0916,5,7.24
3p4v,-44.0744,-5.02872,0.00346338,79.5844,7.5,5.1
3p58,-48.0473,-3.99884,-0.000421839,38.932,3.5,7.6
3p5l,-45.4838,-4.66552,-0.000437842,35.6639,2.5,7.39
3p7i,-36.9305,-31.9786,-0.0737741,101.468,2.5,7.7
3p8n,-125.88,-27.571,-0.0315631,154.932,14,9.28
3p8o,-115.581,-26.4989,-0.0322704,149.762,14,8.72
3p8p,-68.7076,-43.2078,-0.0468981,118.537,9.5,4.55
3p8z,-120.619,-22.0427,-0.0322946,210.277,10.5,6.09
3p9l,-161.821,-56.4693,-0.061162,261.383,34.5,5.3
3p9m,-155.19,-62.0135,-0.06447,247.063,32.5,5
3p9t,-34.881,-2.19628,0.00660141,48.823,2.5,6.2
3pb7,-63.4628,-9.55393,-0.00186285,82.7406,8,5.74
3pb8,-39.6694,-19.3561,-0.0045845,68.2062,3,5.24
3pb9,-46.6047,-9.03802,-0.00183539,56.0665,2,6.58
3pbb,-64.1917,-8.44926,-0.00157334,83.8334,8.5,7.02
3pce,-46.2439,-4.13329,-0.000949972,67.9286,2.5,2
3pcf,-46.8475,-8.84553,-0.010966,79.7755,1.5,6.05
3pcg,-49.9025,-11.6021,-0.0136704,70.8999,2.5,2.3
3pcj,-46.0384,-7.03664,-0.0102289,82.3012,1.5,7.22
3pck,-45.4634,-3.90134,-0.00444328,81.7022,1.5,6.7
3pcn,-50.5761,-9.39919,-0.00711378,89.0273,3,3.66
3pd8,-60.7565,-32.3236,-0.0587843,110.661,1,6.46
3pd9,-61.5318,-26.3485,-0.0534296,111.879,1,6.22
3pe1,-79.71,-8.51542,-0.014846,105.17,3,9.65
3pe2,-80.2597,-9.25718,-0.0173306,115.986,3,9.76
3pfp,-68.991,-55.6794,-0.0974338,156.263,10,6.44
3pgl,-42.4953,-0.170623,-0.00107051,70.8774,7.5,5.3
3pgu,-47.0373,-6.59828,0.00675755,41.9587,7,6.7
3pju,-132,-45.1708,-0.0611984,330.682,5,4.88
3pn1,-77.4079,-12.1203,0.00283607,147.698,8,6.96
3pn4,-88.3522,-27.0619,-0.00875892,81.5754,12,6.85
3po1,-76.873,-15.3834,-0.0183976,110.485,5.5,4.02
3po6,-55.195,-16.5166,-0.00354853,75.5801,3.5,7.06
3ppm,-91.7356,-7.1891,0.00855587,89.4881,8,9.54
3ppp,-33.6229,-4.26032,-0.00731226,69.5118,2,5.22
3ppq,-32.6218,-0.273737,-0.0122011,51.9985,2.5,4.55
3ppr,-43.6048,-10.4278,-0.0251392,102.473,1,2.82
3ps1,-93.3374,-20.468,-0.00118748,105.296,8.5,10.17
3pwd,-56.7769,-4.81508,-0.0156249,72.5438,1.5,6.66
3pwk,-33.5871,-22.7224,-0.0413201,74.6299,2,3.35
3pwm,-116.633,-22.2823,0.00100768,119.759,13,9.1
3q1x,-32.5269,-19.5409,-0.0618155,96.7802,3,5.33
3q2j,-56.2663,-12.8996,-0.0393374,75.0088,4.5,4.18
3q44,-109.268,-45.6855,-0.0863337,164.441,12,6.31
3q6w,-110.581,-7.97174,-0.00204832,127.584,7,7.57
3q6z,-97.6975,-27.8853,-0.0315642,207.408,11.5,3.72
3q71,-118.933,-44.8326,-0.0283693,243.067,11.5,5.22
3q7q,-79.532,-43.0621,-0.0728636,173.281,9.5,5.65
3qaa,-120.044,-15.7408,0.00242543,121.854,14.5,11.54
3qbc,-47.937,-20.55,-0.00975841,96.9907,1,4.97
3qdd,-69.3805,-6.02916,-0.0167347,127.953,3,8.77
3qfd,-129.471,-46.3562,-0.0470221,213.693,26,4.17
3qfy,-42.0568,-12.482,-0.0329769,105.065,2.5,6.12
3qfz,-44.7401,-25.8023,-0.0383825,124.633,3,3.24
3qgw,-74.9629,-6.38338,-0.00399216,93.5239,4.5,5.89
3qin,-36.2973,-14.1158,0.023596,91.0489,5,6.87
3qkd,-108.891,-5.15589,0.00346926,138.23,16,8.38
3qlm,-46.8823,-0.121154,-0.000473448,7.70513,14,6.37
3qnd,-37.5853,-14.0032,-0.0291586,79.7369,7.5,4.85
3qox,-109.608,-35.2786,-0.0464476,206.149,8.5,6.57
3qps,-61.5967,-1.69808,-0.00627231,54.8753,5.5,5.6
3qqa,-73.9746,-3.59787,0.00115888,68.842,8.5,5.82
3qt6,-68.5343,-32.7876,-0.097568,155.122,6,5.37
3qto,-89.3129,-14.1563,-0.0123718,106.199,6.5,4.13
3qtv,-90.7279,-13.7052,-0.0104714,107.467,6.5,4.65
3qw5,-88.0284,-48.0393,-0.0970127,236.715,17.5,6.45
3qwc,-87.1261,-13.9759,-0.00617524,102.61,6.5,4.26
3qx5,-96.0486,-13.4747,-0.00687953,108.389,6.5,4.2
3qx8,-72.4256,-21.3769,-0.088744,154.305,15,2.86
3qx9,-66.9275,-22.4527,-0.111017,141.936,9,4.05
3qxt,-107.067,-29.8299,-0.0398764,187.431,10.5,5.22
3qxv,-111.337,-22.0818,-0.0170148,173.532,9.5,8.4
3qyy,-96.2758,-35.4219,-0.0104535,266.555,3.5,5.08
3r0y,-63.3013,-9.55252,-0.000460856,103.596,15.5,4.84
3r16,-50.6981,-9.05007,-0.00207173,64.3692,4.5,7.3
3r17,-53.1662,-9.12246,-0.00152897,72.927,4.5,6.41
3r1v,-52.673,-0.0360675,-0.000144907,40.0443,3.5,6.92
3r24,-102.316,-33.232,-0.0323086,202.468,8.5,5.25
3r4m,-48.3838,-6.45043,-0.0180106,91.2078,2.5,5.92
3r4n,-57.664,-6.50571,-0.0228214,104.494,6.5,6.89
